
     **********************************************************
                                 ¸÷²ã¸÷ËþµÄ¹æ¶¨Ë®Æ½Á¦
     **********************************************************

  ²ãºÅ   ËþºÅ        XÏò(KN)         YÏò(KN)
   54     1            78.4            97.2
   53     1           913.1          1174.2
   52     1          1149.3          1264.1
   51     1          1253.3          1374.5
   50     1           727.0           756.3
   49     1           622.2           593.8
   48     1           550.8           477.2
   47     1           482.7           388.1
   46     1           456.8           362.1
   45     1           594.0           504.0
   44     1           544.8           508.5
   43     1           474.5           468.2
   42     1           437.9           437.2
   41     1           439.9           429.0
   40     1           415.6           384.5
   39     1           414.3           360.3
   38     1           392.3           322.8
   37     1           393.6           315.1
   36     1           490.6           403.5
   35     1           447.2           392.3
   34     1           366.0           344.3
   33     1           342.1           337.4
   32     1           329.8           331.2
   31     1           310.4           306.0
   30     1           306.0           286.1
   29     1           316.1           275.7
   28     1           316.9           260.8
   27     1           307.6           245.8
   26     1           302.0           244.3
   25     1           285.9           243.2
   24     1           274.9           251.4
   23     1           285.8           282.3
   22     1           331.2           351.2
   21     1           249.5           268.1
   20     1           247.1           256.8
   19     1           234.9           229.5
   18     1           229.9           209.6
   17     1           224.8           194.6
   16     1           213.7           184.2
   15     1           198.3           180.6
   14     1           188.4           191.2
   13     1           179.5           207.5
   12     1           179.4           232.1
   11     1           189.1           263.0
   10     1           248.7           355.8
    9     1           689.7           915.0
    8     1           364.0           456.8
    7     1           261.2           316.5
    6     1           100.4           118.0
    5     1             0.0             0.0
    4     1             0.0             0.0
    3     1             0.0             0.0
    2     1             0.0             0.0
    1     1             0.0             0.0

     **********************************************************
              ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø
     **********************************************************

  ²ãºÅ   ËþºÅ         ¿ò¼ÜÖù     ¶ÌÖ«Ç½       ÆÕÍ¨Ç½       Ð±³Å       ºÏ¼Æ
              1.000             1.000        4283.651        3526.968

     ----------------------------------------------------------------
         ²ãºÅ£º10    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2712.039        1956.190

     ----------------------------------------------------------------
         ²ãºÅ£º11    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2251.984        2442.761

     ----------------------------------------------------------------
         ²ãºÅ£º12    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2270.492        2480.772

     ----------------------------------------------------------------
         ²ãºÅ£º13    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2391.734        2581.310

     ----------------------------------------------------------------
         ²ãºÅ£º14    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2376.670        2653.127

     ----------------------------------------------------------------
         ²ãºÅ£º15    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2419.461        2728.977

     ----------------------------------------------------------------
         ²ãºÅ£º16    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2447.219        2828.508

     ----------------------------------------------------------------
         ²ãºÅ£º17    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2364.332        2679.994

     ----------------------------------------------------------------
         ²ãºÅ£º18    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2690.542        2968.635

     ----------------------------------------------------------------
         ²ãºÅ£º19    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2940.184        3135.018

     ----------------------------------------------------------------
         ²ãºÅ£º20    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2857.116        3103.984

     ----------------------------------------------------------------
         ²ãºÅ£º21    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2917.179        3195.084

     ----------------------------------------------------------------
         ²ãºÅ£º22    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2823.035        3270.177

     ----------------------------------------------------------------
         ²ãºÅ£º23    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        3000.815        2582.334

     ----------------------------------------------------------------
         ²ãºÅ£º24    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2462.833        3531.868

     ----------------------------------------------------------------
         ²ãºÅ£º25    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2715.091        3330.163

     ----------------------------------------------------------------
         ²ãºÅ£º26    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2647.363        3357.201

     ----------------------------------------------------------------
         ²ãºÅ£º27    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2652.972        3363.731

     ----------------------------------------------------------------
         ²ãºÅ£º28    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2650.650        3378.566

     ----------------------------------------------------------------
         ²ãºÅ£º29    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2609.987        3320.272

     ----------------------------------------------------------------
         ²ãºÅ£º30    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2630.595        3231.530

     ----------------------------------------------------------------
         ²ãºÅ£º31    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2629.185        3208.517

     ----------------------------------------------------------------
         ²ãºÅ£º32    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2631.755        3187.045

     ----------------------------------------------------------------
         ²ãºÅ£º33    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2586.570        3167.733

     ----------------------------------------------------------------
         ²ãºÅ£º34    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2599.347        3123.213

     ----------------------------------------------------------------
         ²ãºÅ£º35    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2591.633        3150.531

     ----------------------------------------------------------------
         ²ãºÅ£º36    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2227.919        2651.700

     ----------------------------------------------------------------
         ²ãºÅ£º37    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2133.892        2950.926

     ----------------------------------------------------------------
         ²ãºÅ£º38    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2128.071        2665.668

     ----------------------------------------------------------------
         ²ãºÅ£º39    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2112.517        2709.131

     ----------------------------------------------------------------
         ²ãºÅ£º40    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1980.111        2520.372

     ----------------------------------------------------------------
         ²ãºÅ£º41    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2228.500        2976.407

     ----------------------------------------------------------------
         ²ãºÅ£º42    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1421.066        1849.210

     ----------------------------------------------------------------
         ²ãºÅ£º43    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2217.794        2975.846

     ----------------------------------------------------------------
         ²ãºÅ£º44    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1483.460        2016.052

     ----------------------------------------------------------------
         ²ãºÅ£º45    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1733.515        2159.955

     ----------------------------------------------------------------
         ²ãºÅ£º46    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1191.180        1699.509

     ----------------------------------------------------------------
         ²ãºÅ£º47    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1325.284        1815.111

     ----------------------------------------------------------------
         ²ãºÅ£º48    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1242.404        1741.052

     ----------------------------------------------------------------
         ²ãºÅ£º49    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1165.152        1690.609

     ----------------------------------------------------------------
         ²ãºÅ£º50    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1137.202        1620.570

     ----------------------------------------------------------------
         ²ãºÅ£º51    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        1134.850        1693.871

     ----------------------------------------------------------------
         ²ãºÅ£º52    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000         897.757        1351.000

     ----------------------------------------------------------------
         ²ãºÅ£º53    ËþºÅ£º1
         0.20Vox =198.30     1.50Vxmax =818.74
         0.20Voy =254.29     1.50Vymax =1273.13

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000         545.826         848.752

     ----------------------------------------------------------------
         ²ãºÅ£º54    ËþºÅ£º1
         0.20Vox =198.30     1.50Vxmax =818.74
         0.20Voy =254.29     1.50Vymax =1273.13

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000          36.913          32.308

     ----------------------------------------------------------------
