   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)

   振型  16 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         -1.23          2.52          6.91
     53        1         -1.44          1.79          7.28
     52        1          0.03         -1.42         45.94
     51        1         -0.52         -0.19         55.06
     50        1         -0.67         -1.88         62.47
     49        1          0.12         -1.36         31.12
     48        1          0.61         -1.21          3.71
     47        1          0.95         -0.93        -21.62
     46        1          1.25         -0.55        -43.40
     45        1          1.29         -0.31        -60.62
     44        1          1.35          0.15        -71.54
     43        1          1.12          0.28        -76.17
     42        1          0.96          0.68        -73.42
     41        1          0.58          0.67        -64.46
     40        1          0.28          0.88        -49.38
     39        1         -0.10          0.76        -30.16
     38        1         -0.42          0.73         -8.12
     37        1         -0.67          0.59         14.54
     36        1         -1.04          0.45         37.89
     35        1         -1.10          0.36         56.98
     34        1         -1.21          0.08         70.26
     33        1         -1.06          0.05         79.05
     32        1         -1.03         -0.25         80.06
     31        1         -0.75         -0.23         76.49
     30        1         -0.60         -0.46         65.66
     29        1         -0.29         -0.41         51.09
     28        1         -0.08         -0.52         31.72
     27        1          0.17         -0.47         10.66
     26        1          0.39         -0.44        -11.13
     25        1          0.53         -0.41        -32.17
     24        1          0.72         -0.25        -50.18
     23        1          0.74         -0.25        -65.34
     22        1          0.88         -0.01        -74.41
     21        1          0.80         -0.05        -79.32
     20        1          0.85          0.20        -76.84
     19        1          0.70          0.15        -70.07
     18        1          0.66          0.33        -56.75
     17        1          0.46          0.28        -40.28
     16        1          0.32          0.36        -20.02
     15        1          0.11          0.34          1.32
     14        1         -0.11          0.30         22.47
     13        1         -0.28          0.32         42.47
     12        1         -0.55          0.18         58.74
     11        1         -0.66          0.23         72.05
     10        1         -0.91          0.03         79.08
      9        1         -0.94          0.12         82.22
      8        1         -1.10         -0.08         78.35
      7        1         -1.02          0.02         70.94
      6        1         -1.02         -0.13         57.97
      5        1         -0.82         -0.04         43.23
      4        1         -1.12          0.76         55.48
      3        1         -0.74          0.33         36.35
      2        1         -0.31          0.18         15.90
      1        1         -0.13          0.08          7.35

   振型  17 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1          0.00          0.00          0.06
     53        1          0.00          0.00          0.07
     52        1          0.00          0.01         -0.28
     51        1         -0.01          0.01          0.29
     50        1         -0.01         -0.01          0.65
     49        1          0.00         -0.01          0.45
     48        1          0.00         -0.01          0.26
     47        1          0.00         -0.01          0.07
     46        1          0.01         -0.01         -0.12
     45        1          0.01          0.00         -0.30
     44        1          0.01          0.00         -0.44
     43        1          0.01          0.00         -0.53
     42        1          0.01          0.00         -0.57
     41        1          0.01          0.00         -0.56
     40        1          0.01          0.01         -0.50
     39        1          0.00          0.01         -0.39
     38        1          0.00          0.01         -0.24
     37        1          0.00          0.00         -0.07
     36        1         -0.01          0.00          0.11
     35        1         -0.01          0.00          0.28
     34        1         -0.01          0.00          0.42
     33        1         -0.01          0.00          0.53
     32        1         -0.01          0.00          0.59
     31        1         -0.01          0.00          0.60
     30        1         -0.01          0.00          0.56
     29        1          0.00          0.00          0.48
     28        1          0.00          0.00          0.36
     27        1          0.00          0.00          0.21
     26        1          0.00          0.00          0.04
     25        1          0.00          0.00         -0.13
     24        1          0.00          0.00         -0.28
     23        1          0.00          0.00         -0.42
     22        1          0.01          0.00         -0.52
     21        1          0.01          0.00         -0.58
     20        1          0.01          0.00         -0.59
     19        1          0.00          0.00         -0.56
     18        1          0.00          0.00         -0.48
     17        1          0.00          0.00         -0.37
     16        1          0.00          0.00         -0.22
     15        1          0.00          0.00         -0.06
     14        1          0.00          0.00          0.11
     13        1          0.00          0.00          0.27
     12        1          0.00          0.00          0.40
     11        1          0.00          0.00          0.52
     10        1         -0.01          0.00          0.58
      9        1         -0.01          0.00          0.62
      8        1         -0.01          0.00          0.60
      7        1         -0.01          0.00          0.55
      6        1         -0.01          0.00          0.45
      5        1         -0.01          0.00          0.34
      4        1         -0.01          0.00          0.44
      3        1         -0.01          0.00          0.29
      2        1          0.00          0.00          0.13
      1        1          0.00          0.00          0.06

   振型  18 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         -6.01        -11.56          5.04
     53        1         -3.52         -6.54          7.49
     52        1          4.75         21.57        -53.64
     51        1          9.24         22.20         25.64
     50        1          9.30         12.72         68.49
     49        1          5.64          5.76         42.92
     48        1          1.79         -0.10         18.53
     47        1         -2.09         -5.30         -6.04
     46        1         -5.51         -9.81        -28.51
     45        1         -7.89        -13.01        -47.73
     44        1         -9.23        -15.13        -61.09
     43        1         -8.97        -15.54        -68.68
     42        1         -7.55        -14.75        -68.72
     41        1         -4.84        -12.39        -62.56
     40        1         -1.46         -9.07        -49.99
     39        1          2.18         -4.86        -33.04
     38        1          5.66         -0.29        -13.16
     37        1          8.20          4.20          7.69
     36        1         10.57          8.98         28.80
     35        1         10.65         12.27         46.91
     34        1          9.45         14.60         59.19
     33        1          6.97         15.66         66.96
     32        1          3.60         15.57         67.15
     31        1         -0.21         14.26         62.87
     30        1         -4.18         11.99         52.29
     29        1         -7.56          8.81         38.52
     28        1        -10.30          5.06         21.54
     27        1        -11.62          0.98          3.73
     26        1        -11.81         -3.08        -13.29
     25        1        -10.46         -6.84        -28.87
     24        1         -8.01        -10.12        -40.71
     23        1         -4.52        -12.59        -49.58
     22        1         -0.41        -14.22        -53.17
     21        1          3.74        -14.75        -53.35
     20        1          7.73        -14.34        -48.54
     19        1         10.70        -12.81        -41.02
     18        1         12.81        -10.51        -30.26
     17        1         13.23         -7.40        -18.18
     16        1         12.48         -3.87         -5.32
     15        1         10.09         -0.04          7.25
     14        1          6.77          3.72         18.31
     13        1          2.58          7.21         27.95
     12        1         -1.95         10.27         34.82
     11        1         -6.23         12.57         39.72
     10        1        -10.12         14.19         41.41
      9        1        -12.73         14.77         41.23
      8        1        -14.40         14.60         38.22
      7        1        -14.28         13.40         33.87
      6        1        -13.12         11.61         27.61
      5        1        -10.47          9.11         20.88
      4        1        -12.97         11.95         28.37
      3        1         -8.63         15.05         67.49
      2        1         -3.74          6.63         30.11
      1        1         -1.61          2.79         12.98

   振型  19 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1        -12.39        -23.51         11.06
     53        1         -7.26        -13.21         16.12
     52        1         11.32         51.64       -107.74
     51        1         15.52         32.57         51.62
     50        1         19.28         26.67        148.83
     49        1         12.02         12.56         96.22
     48        1          4.24          0.72         45.69
     47        1         -3.65         -9.81         -5.72
     46        1        -10.68        -18.99        -53.37
     45        1        -15.69        -25.56        -94.69
     44        1        -18.58        -29.98       -124.16
     43        1        -18.25        -31.01       -141.80
     42        1        -15.55        -29.57       -143.73
     41        1        -10.20        -25.01       -132.57
     40        1         -3.42        -18.48       -107.72
     39        1          3.96        -10.15        -73.35
     38        1         11.08         -1.03        -32.35
     37        1         16.34          7.95         11.16
     36        1         21.29         17.52         55.44
     35        1         21.60         24.19         94.08
     34        1         19.33         28.96        120.95
     33        1         14.41         31.18        138.52
     32        1          7.66         31.11        140.34
     31        1         -0.03         28.62        132.75
     30        1         -8.11         24.15        111.76
     29        1        -15.01         17.87         83.88
     28        1        -20.67         10.42         48.85
     27        1        -23.46          2.28         11.77
     26        1        -23.98         -5.83        -24.12
     25        1        -21.34        -13.38        -57.25
     24        1        -16.47        -19.96        -82.90
     23        1         -9.44        -24.96       -102.44
     22        1         -1.15        -28.28       -111.03
     21        1          7.28        -29.39       -112.47
     20        1         15.42        -28.63       -103.29
     19        1         21.50        -25.64        -88.24
     18        1         25.87        -21.09        -66.09
     17        1         26.81        -14.90        -40.94
     16        1         25.37         -7.88        -13.77
     15        1         20.58         -0.24         12.97
     14        1         13.89          7.27         36.83
     13        1          5.41         14.25         57.79
     12        1         -3.76         20.36         73.00
     11        1        -12.47         25.00         84.05
     10        1        -20.39         28.23         88.23
      9        1        -25.72         29.43         88.31
      8        1        -29.14         29.10         82.21
      7        1        -28.93         26.73         73.10
      6        1        -26.62         23.16         59.71
      5        1        -21.25         18.20         45.20
      4        1        -26.35         23.93         61.27
      3        1        -17.55         30.15        138.98
      2        1         -7.60         13.30         62.01
      1        1         -3.27          5.58         26.78

   振型  20 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         -7.30          1.55          0.06
     53        1         -5.55          1.85          0.00
     52        1         -0.29         -5.62         21.68
     51        1          6.58          0.06          4.29
     50        1         15.15          3.59        -13.09
     49        1         11.38          2.87        -15.24
     48        1          7.64          2.06        -15.88
     47        1          2.81          0.97        -14.84
     46        1         -2.10         -0.07        -12.15
     45        1         -6.55         -1.09         -8.21
     44        1        -10.15         -1.95         -2.74
     43        1        -11.92         -2.53          3.40
     42        1        -12.34         -2.91         10.17
     41        1        -10.55         -2.84         16.53
     40        1         -7.62         -2.62         21.91
     39        1         -3.32         -1.95         25.60
     38        1          1.25         -1.25         26.65
     37        1          5.61         -0.29         25.15
     36        1          9.89          0.62         21.65
     35        1         11.99          1.50         14.62
     34        1         12.67          2.18          5.13
     33        1         11.43          2.62         -5.10
     32        1          9.00          2.87        -15.43
     31        1          5.25          2.77        -24.99
     30        1          1.04          2.57        -32.10
     29        1         -3.37          2.01        -37.01
     28        1         -7.29          1.47        -37.48
     27        1        -10.21          0.68        -35.01
     26        1        -11.93          0.00        -27.97
     25        1        -12.02         -0.74        -18.56
     24        1        -10.84         -1.34         -6.27
     23        1         -8.14         -1.80          6.95
     22        1         -4.63         -2.17         19.99
     21        1         -0.43         -2.25         31.93
     20        1          3.73         -2.30         40.39
     19        1          7.45         -2.01         45.96
     18        1         10.29         -1.78         45.94
     17        1         11.76         -1.25         42.32
     16        1         11.94         -0.82         33.19
     15        1         10.48         -0.23         21.20
     14        1          7.95          0.26          6.21
     13        1          4.33          0.73         -9.64
     12        1          0.32          1.19        -24.85
     11        1         -3.81          1.44        -38.65
     10        1         -7.46          1.76        -48.25
      9        1        -10.23          1.76        -54.65
      8        1        -11.89          1.89        -54.91
      7        1        -12.11          1.68        -51.56
      6        1        -11.14          1.58        -42.74
      5        1         -8.93          1.22        -31.79
      4        1        -10.93          1.03        -39.48
      3        1         -6.99          2.23          5.49
      2        1         -3.05          0.94          2.56
      1        1         -1.34          0.38          0.87

   振型  21 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         24.72        -66.71        -32.62
     53        1         25.86        -36.44        -22.76
     52        1         18.06         -5.37        426.10
     51        1         -7.22         52.15        169.60
     50        1        -54.80         99.94        -66.49
     49        1        -52.56         79.72       -132.13
     48        1        -45.67         61.00       -175.92
     47        1        -30.85         35.38       -194.89
     46        1        -12.08          9.53       -186.96
     45        1          8.68        -17.44       -157.68
     44        1         28.68        -41.94       -112.17
     43        1         43.44        -60.90        -58.40
     42        1         53.24        -75.25         -5.00
     41        1         53.51        -79.45         42.05
     40        1         47.54        -78.43         75.85
     39        1         33.20        -66.70         95.02
     38        1         15.07        -51.04         98.16
     37        1         -5.36        -28.50         88.24
     36        1        -26.66         -5.48         74.67
     35        1        -41.42         19.31         53.34
     34        1        -51.05         42.07         30.76
     33        1        -52.61         60.13          9.44
     32        1        -48.26         73.88         -7.27
     31        1        -36.98         79.99        -19.58
     30        1        -21.90         81.17        -26.15
     29        1         -3.92         73.92        -27.95
     28        1         14.10         62.13        -26.02
     27        1         29.58         43.89        -21.33
     26        1         41.33         23.24        -16.71
     25        1         46.86          0.21        -12.24
     24        1         47.27        -22.82        -10.20
     23        1         40.78        -43.68         -9.92
     22        1         30.07        -61.94        -11.71
     21        1         15.14        -74.08        -15.07
     20        1         -1.02        -81.72        -17.79
     19        1        -16.75        -81.20        -20.44
     18        1        -30.17        -75.65        -19.20
     17        1        -38.88        -62.47        -16.18
     16        1        -42.97        -45.35         -8.01
     15        1        -40.51        -23.58          2.45
     14        1        -33.61         -0.42         16.03
     13        1        -21.81         22.98         30.58
     12        1         -7.90         45.15         43.67
     11        1          7.14         63.27         55.42
     10        1         21.04         77.80         60.91
      9        1         31.88         85.24         63.18
      8        1         39.02         87.95         57.13
      7        1         40.62         82.81         48.03
      6        1         38.01         73.55         33.14
      5        1         30.50         58.46         18.62
      4        1         37.08         74.89         13.39
      3        1         20.66         95.94         25.53
      2        1          9.04         43.23         11.88
      1        1          4.13         18.53          1.07

   振型  22 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         -0.05          0.02          0.43
     53        1         -0.04          0.01          0.41
     52        1          0.10         -0.02          1.42
     51        1          0.04          0.00          1.23
     50        1          0.01         -0.04          0.63
     49        1          0.00         -0.03         -0.27
     48        1         -0.01         -0.02         -0.99
     47        1         -0.02         -0.01         -1.53
     46        1         -0.03          0.01         -1.83
     45        1         -0.03          0.01         -1.89
     44        1         -0.02          0.02         -1.68
     43        1         -0.01          0.02         -1.26
     42        1          0.01          0.02         -0.67
     41        1          0.02          0.02          0.01
     40        1          0.03          0.01          0.70
     39        1          0.03          0.01          1.30
     38        1          0.03         -0.01          1.73
     37        1          0.02         -0.01          1.96
     36        1          0.00         -0.02          2.06
     35        1         -0.01         -0.01          1.81
     34        1         -0.03         -0.02          1.32
     33        1         -0.04         -0.01          0.72
     32        1         -0.05         -0.01          0.04
     31        1         -0.04         -0.01         -0.63
     30        1         -0.04          0.00         -1.22
     29        1         -0.02          0.00         -1.68
     28        1          0.00          0.01         -1.93
     27        1          0.02          0.01         -1.99
     26        1          0.04          0.02         -1.80
     25        1          0.05          0.01         -1.46
     24        1          0.06          0.01         -0.94
     23        1          0.06          0.01         -0.34
     22        1          0.05          0.01          0.30
     21        1          0.03          0.00          0.91
     20        1          0.01          0.00          1.40
     19        1         -0.01          0.00          1.77
     18        1         -0.04         -0.01          1.91
     17        1         -0.06         -0.01          1.89
     16        1         -0.07         -0.01          1.63
     15        1         -0.07         -0.01          1.24
     14        1         -0.07         -0.01          0.70
     13        1         -0.05         -0.01          0.10
     12        1         -0.03          0.00         -0.51
     11        1          0.00          0.00         -1.07
     10        1          0.03          0.01         -1.51
      9        1          0.05          0.01         -1.83
      8        1          0.08          0.01         -1.93
      7        1          0.08          0.01         -1.89
      6        1          0.08          0.01         -1.65
      5        1          0.07          0.01         -1.29
      4        1          0.10         -0.01         -1.73
      3        1          0.07          0.00         -1.45
      2        1          0.03          0.00         -0.66
      1        1          0.01          0.00         -0.31

   振型  23 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1         15.66         -0.34          2.78
     53        1          8.73         -2.88          2.63
     52        1        -11.28         -6.61         58.46
     51        1        -27.10         -8.13         79.29
     50        1        -39.52         -8.21         93.16
     49        1        -20.69         -1.43         54.47
     48        1         -2.92          4.11         16.91
     47        1         14.32          8.59        -19.96
     46        1         28.50         11.96        -53.88
     45        1         35.85         12.92        -80.31
     44        1         37.33         12.74        -98.07
     43        1         30.22          9.93       -103.96
     42        1         18.42          6.43        -97.46
     41        1          2.29          1.39        -79.00
     40        1        -14.05         -3.57        -48.97
     39        1        -27.43         -8.19        -12.14
     38        1        -36.44        -12.01         29.54
     37        1        -37.41        -13.75         68.70
     36        1        -35.52        -15.45        107.95
     35        1        -23.22        -13.30        129.89
     34        1         -8.01        -10.39        134.62
     33        1          8.73         -5.70        125.21
     32        1         23.34         -1.06         97.29
     31        1         33.64          3.94         59.07
     30        1         38.64          8.30          9.47
     29        1         36.40         11.52        -42.25
     28        1         28.81         13.80        -91.19
     27        1         15.67         13.93       -131.63
     26        1          0.78         13.30       -154.69
     25        1        -14.52         10.51       -162.58
     24        1        -27.26          7.45       -146.58
     23        1        -35.36          3.04       -115.09
     22        1        -38.09         -1.14        -64.32
     21        1        -34.05         -5.32         -5.59
     20        1        -25.15         -8.96         57.14
     19        1        -11.58        -11.25        115.40
     18        1          3.29        -12.99        158.85
     17        1         17.87        -12.60        186.58
     16        1         29.34        -11.85        186.91
     15        1         35.80         -9.09        167.50
     14        1         36.72         -6.26        122.24
     13        1         31.36         -2.36         63.62
     12        1         21.49          1.44         -6.53
     11        1          7.72          5.01        -77.58
     10        1         -6.92          8.44       -139.45
      9        1        -20.74         10.42       -188.74
      8        1        -31.31         12.30       -212.07
      7        1        -37.01         12.10       -215.72
      6        1        -37.41         11.83       -190.07
      5        1        -32.21          9.67       -149.06
      4        1        -41.63         10.25       -194.04
      3        1        -31.34         19.30          1.39
      2        1        -14.33          8.85          1.01
      1        1         -6.36          3.77         -1.52

   振型  24 的地震力
   -------------------------------------------------------
   Floor     Tower       F-y-x         F-y-y         F-y-t
                         (kN)          (kN)         (kN-m)
     54        1          0.12         -0.06          0.47
     53        1          0.03         -0.04          0.31
     52        1          0.94         -0.62          9.43
     51        1         -0.49         -0.30         -9.64
     50        1         -1.29          0.28        -22.55
     49        1         -0.92          0.28        -14.72
     48        1         -0.43          0.38         -6.91
     47        1          0.10          0.37          1.11
     46        1          0.58          0.32          8.46
     45        1          0.91          0.26         14.37
     44        1          1.05          0.12         17.91
     43        1          0.95          0.04         18.87
     42        1          0.65         -0.12         16.94
     41        1          0.21         -0.18         12.63
     40        1         -0.29         -0.26          6.46
     39        1         -0.73         -0.28         -0.62
     38        1         -1.05         -0.27         -7.53
     37        1         -1.14         -0.25        -13.39
     36        1         -1.07         -0.19        -18.24
     35        1         -0.73         -0.15        -19.83
     34        1         -0.23         -0.03        -18.48
     33        1          0.28          0.03        -15.10
     32        1          0.78          0.13         -9.69
     31        1          1.11          0.17         -3.34
     30        1          1.28          0.21          3.33
     29        1          1.21          0.23          9.56
     28        1          0.93          0.20         14.30
     27        1          0.49          0.19         17.44
     26        1         -0.06          0.10         18.09
     25        1         -0.57          0.07         16.91
     24        1         -1.05         -0.02         13.50
     23        1         -1.32         -0.06          8.76
     22        1         -1.42         -0.12          2.97
     21        1         -1.26         -0.15         -3.06
     20        1         -0.90         -0.16         -8.55
     19        1         -0.40         -0.17        -13.13
     18        1          0.21         -0.13        -15.88
     17        1          0.75         -0.12        -17.03
     16        1          1.23         -0.05        -15.93
     15        1          1.47         -0.04        -13.27
     14        1          1.52          0.02         -8.99
     13        1          1.30          0.04         -3.90
     12        1          0.90          0.07          1.60
     11        1          0.34          0.09          6.91
     10        1         -0.29          0.08         11.32
      9        1         -0.85          0.11         14.67
      8        1         -1.35          0.08         16.22
      7        1         -1.59          0.10         16.34
      6        1         -1.66          0.06         14.58
      5        1         -1.44          0.07         11.69
      4        1         -1.92          0.35         16.13
      3        1         -1.45          0.39         17.45
      2        1         -0.66          0.19          8.08
      1        1         -0.29          0.08          3.75

   各振型作用下 Y 方向的基底剪力
   -------------------------------------------------------
            振型号       剪力(kN)
               1        738.20
               2       3156.14
               3        929.27
               4        240.16
               5        610.07
               6       1644.32
               7        113.92
               8        440.11
               9       1319.07
              10         73.25
              11        475.37
              12         82.56
              13        613.76
              14         82.90
              15        499.53
              16          2.36
              17          0.00
              18         93.58
              19        186.59
              20         10.55
              21        540.85
              22          0.00
              23         74.37
              24          1.30

   Y向地震作用参与振型的有效质量系数
   -------------------------------------------------------
            振型号       有效质量系数(%)
               1         11.28
               2         44.76
               3         12.81
               4          1.91
               5          3.87
               6         10.29
               7          0.46
               8          1.38
               9          4.00
              10          0.19
              11          1.10
              12          0.19
              13          1.40
              14          0.16
              15          0.95
              16          0.00
              17          0.00
              18          0.15
              19          0.30
              20          0.01
              21          0.81
              22          0.00
              23          0.07
              24          0.00

   各层 Y 方向的作用力(CQC)
   Floor    : 层号
   Tower    : 塔号
   Fy       : Y 向地震作用下结构的地震反应力
   Vy       : Y 向地震作用下结构的楼层剪力
   My       : Y 向地震作用下结构的弯矩
   Static Fy: 底部剪力法 Y 向的地震力
   ------------------------------------------------------------------------------------------
   Floor     Tower        Fy           Vy (分塔剪重比) (整层剪重比)      My        Static Fy
                         (kN)         (kN)                             (kN-m)         (kN)

                     (注意:下面分塔输出的剪重比不适合于上连多塔结构)

     54        1        160.71        160.71( 15.06%)    ( 15.06%)        498.20       1300.91
     53        1        144.88        302.41( 11.42%)    ( 11.42%)       1432.62         28.29
     52        1        200.84        461.02(  7.56%)    (  7.56%)       2811.09         60.48
     51        1        259.55        679.64(  5.98%)    (  5.98%)       4837.48         90.89
     50        1        353.77        994.15(  5.02%)    (  5.02%)       7643.92        142.48
     49        1        287.28       1253.03(  4.51%)    (  4.51%)      11225.51        132.00
     48        1        253.27       1472.37(  4.10%)    (  4.10%)      15465.81        131.68
     47        1        222.82       1647.34(  3.75%)    (  3.75%)      20221.98        126.84
     46        1        215.57       1790.49(  3.44%)    (  3.44%)      25378.00        126.43
     45        1        214.43       1904.84(  3.18%)    (  3.18%)      30826.72        121.68
     44        1        228.72       2003.48(  2.94%)    (  2.94%)      36494.51        121.18
     43        1        237.19       2091.46(  2.75%)    (  2.75%)      42324.30        116.52
     42        1        250.80       2177.81(  2.59%)    (  2.59%)      48283.62        115.93
     41        1        251.18       2263.38(  2.46%)    (  2.46%)      54363.50        111.35
     40        1        254.84       2351.33(  2.35%)    (  2.35%)      60558.93        110.68
     39        1        246.27       2437.94(  2.25%)    (  2.25%)      66879.12        106.19
     38        1        244.81       2523.58(  2.17%)    (  2.17%)      73330.33        105.43
     37        1        236.20       2604.00(  2.09%)    (  2.09%)      79921.55        101.04
     36        1        257.73       2688.47(  2.02%)    (  2.02%)      86650.80        108.36
     35        1        255.37       2770.26(  1.95%)    (  1.95%)      93529.20        104.42
     34        1        259.95       2851.92(  1.89%)    (  1.89%)     100565.84        102.68
     33        1        259.24       2932.95(  1.84%)    (  1.84%)     107764.48         98.80
     32        1        262.27       3015.26(  1.79%)    (  1.79%)     115133.77         97.00
     31        1        257.77       3097.58(  1.75%)    (  1.75%)     122679.27         93.18
     30        1        256.26       3179.72(  1.71%)    (  1.71%)     130411.55         91.31
     29        1        248.02       3259.12(  1.68%)    (  1.68%)     138332.91         87.56
     28        1        245.05       3335.41(  1.64%)    (  1.64%)     146444.44         85.63
     27        1        238.82       3406.01(  1.61%)    (  1.61%)     154747.11         81.94
     26        1        240.99       3471.98(  1.58%)    (  1.58%)     163234.02         79.95
     25        1        241.84       3532.67(  1.54%)    (  1.54%)     171899.84         76.31
     24        1        250.59       3590.64(  1.51%)    (  1.51%)     180735.50         74.27
     23        1        255.33       3646.60(  1.48%)    (  1.48%)     189735.00         70.69
     22        1        264.61       3703.48(  1.45%)    (  1.45%)     198885.02         68.59
     21        1        266.27       3761.44(  1.42%)    (  1.42%)     208191.50         65.07
     20        1        270.69       3822.11(  1.40%)    (  1.40%)     217643.30         62.91
     19        1        267.05       3884.17(  1.38%)    (  1.38%)     227242.50         59.45
     18        1        268.04       3947.97(  1.36%)    (  1.36%)     236988.75         57.23
     17        1        264.28       4011.45(  1.34%)    (  1.34%)     246883.06         53.83
     16        1        268.99       4075.87(  1.32%)    (  1.32%)     256927.81         51.55
     15        1        271.63       4140.38(  1.31%)    (  1.31%)     267121.91         48.21
     14        1        283.08       4208.13(  1.29%)    (  1.29%)     277468.72         45.87
     13        1        289.76       4279.57(  1.28%)    (  1.28%)     287975.66         42.58
     12        1        300.72       4358.40(  1.27%)    (  1.27%)     298643.12         40.19
     11        1        300.93       4443.60(  1.26%)    (  1.26%)     309484.19         36.96
     10        1        300.18       4536.45(  1.26%)    (  1.26%)     320507.78         34.51
      9        1        284.51       4632.38(  1.26%)    (  1.26%)     331725.44         31.34
      8        1        265.09       4728.94(  1.25%)    (  1.25%)     343156.59         28.83
      7        1        230.77       4818.65(  1.25%)    (  1.25%)     354801.00         25.72
      6        1        193.32       4897.51(  1.24%)    (  1.24%)     366670.84         23.15
      5        1        146.24       4959.01(  1.23%)    (  1.23%)     378762.94         20.10
      4        1        178.18       5035.64(  1.20%)    (  1.20%)     401067.97         31.10
      3        1        208.50       5123.04(  1.05%)    (  1.05%)     423391.50         93.44
      2        1         90.06       5161.21(  0.95%)    (  0.95%)     440337.53         50.33
      1        1         37.83       5177.30(  0.86%)    (  0.86%)     457556.28         25.17


       抗震规范(5.2.5)条要求的Y向楼层最小剪重比 =   1.60%

       Y 向地震作用下结构主振型的周期 = 3.3511

       Y 方向的有效质量系数:    96.11%
 
 **以上结果是在地震外力CQC下的统计结果

 ==========各楼层地震剪力系数调整情况 [抗震规范(5.2.5)验算]==========

   层号     塔号     X向调整系数      Y向调整系数
    1        1          1.000             1.000
    2        1          1.000             1.000
    3        1          1.000             1.000
    4        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
    5        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
    6        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
    7        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
    8        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
    9        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   10        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   11        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   12        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   13        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   14        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   15        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   16        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   17        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   18        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   19        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   20        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   21        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   22        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   23        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   24        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   25        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   26        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   27        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   28        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   29        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   30        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   31        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   32        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   33        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   34        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   35        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   36        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   37        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
