     **********************************************************
                                     位移输出文件
     **********************************************************

     采用强制刚性楼板假定模型计算结果
     单位    : mm

     Floor   : 层号
     Tower   : 塔号
     Jmax    : 最大位移对应的节点号
     JmaxD   : 最大层间位移对应的节点号
     Max-(Z) : Z方向的节点最大位移
     h       : 层高
     Max-(X)，Max-(Y)   : X,Y方向的节点最大位移
     Ave-(X)，Ave-(Y)   : X,Y方向的层平均位移
     Max-Dx ，Max-Dy    : X,Y方向的最大层间位移
     Ave-Dx ，Ave-Dy    : X,Y方向的平均层间位移
     Ratio-(X),Ratio-(Y): 最大位移与层平均位移的比值
     Ratio-Dx,Ratio-Dy  : 最大层间位移与平均层间位移的比值
     Max-Dx/h，Max-Dy/h : X,Y方向的最大层间位移角
     DxR/Dx,DyR/Dy      : X,Y方向的有害位移角占总位移角的百分比例
     Ratio_AX,Ratio_AY  : 本层位移角与上层位移角的1.3倍及上三层平均位移角的1.2倍的比值的大者
     X-Disp，Y-Disp，Z-Disp:节点X,Y,Z方向的位移

  === 工况27 === X 方向地震作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)        h
               22000011     10.55    10.34        1.02       1/ 796      4.24%    0.82
   21     1    21000012     82.06    78.03        1.05         4200
               21000011      5.02     4.95        1.01       1/ 837      1.55%    0.79
   20     1    20000012     77.18    73.08        1.06         4200
               20000011      4.92     4.87        1.01       1/ 853      1.58%    0.79
   19     1    19000006     72.36    68.21        1.06         4200
               19000011      4.83     4.80        1.01       1/ 870      1.57%    0.80
   18     1    18000012     67.59    63.41        1.07         4200
               18000005      4.73     4.72        1.00       1/ 888      1.67%    0.81
   17     1    17000012     62.88    58.69        1.07         4200
               17000012      4.65     4.64        1.00       1/ 903      1.85%    0.81
   16     1    16000006     58.23    54.05        1.08         4200
               16000012      4.59     4.56        1.01       1/ 914      2.12%    0.80
   15     1    15000006     53.63    49.49        1.08         4200
               15000006      4.53     4.46        1.02       1/ 927      2.50%    0.80
   14     1    14000006     49.10    45.03        1.09         4200
               14000006      4.46     4.35        1.03       1/ 942      3.41%    0.80
   13     1    13000012     44.64    40.68        1.10         4200
               13000012      4.36     4.20        1.04       1/ 963      3.85%    0.79
   12     1    12000012     40.28    36.49        1.10         6000
               12000006      6.11     5.77        1.06       1/ 982      8.13%    0.78
   11     1    11000012     34.17    30.71        1.11         4500
               11000006      4.35     3.98        1.09       1/1036      4.72%    0.74
   10     1    10000012     29.82    26.73        1.12         4500
               10000006      4.19     3.79        1.11       1/1073      4.60%    0.74
    9     1     9000012     25.63    22.94        1.12         4500
                9000006      4.04     3.62        1.12       1/1115      4.75%    0.75
    8     1     8000012     21.59    19.32        1.12         4500
                8000006      3.87     3.44        1.12       1/1164      7.57%    0.76
    7     1     7000012     17.72    15.88        1.12         9000
                7000012      7.19     6.37        1.13       1/1253     15.75%    0.73
    6     1     6000012     10.54     9.51        1.11         4500
                6000006      3.02     2.68        1.13       1/1489     14.01%    0.65
    5     1     5000012      7.52     6.83        1.10         4500
                5000006      2.58     2.30        1.12       1/1742     29.45%    0.66
    4     1     4000006      4.93     4.52        1.09        12500
                4000006      4.93     4.52        1.09       1/2534     99.94%    0.54
    3     1     3000369      0.10     0.05        1.00         6700
                3000369      0.10     0.05        1.00       1/9999      0.00%    0.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000150      0.00     0.00        1.00       1/9999      0.00%    1.00
    1     1     1000152      0.00     0.00        1.00         3900
                1000152      0.00     0.00        1.00       1/9999      0.00%    1.00

  X向最大层间位移角：  1/771  (33层1塔)
  X方向最大位移与层平均位移的比值：  1.12  (8层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.20  (46层1塔)

  === 工况26 === 竖向恒载作用下的楼层最大位移

  Floor  Tower    Jmax       Max-(Z)

   46      1  46000128        -9.92
   45      1  45000071        -8.56
   44      1  44000197       -21.32
   43      1  43000130       -17.46
   42      1  42000130       -19.30
   41      1  41000130       -20.63
   40      1  40000130       -21.93
   39      1  39000130       -23.09
   38      1  38000130       -24.13
   37      1  37000130       -24.77
   36      1  36000130       -25.67
   35      1  35000130       -26.46
   34      1  34000130       -27.17
   33      1  33000178       -53.09
   32      1  32000143       -36.91
   31      1  31000181       -67.91
   30      1  30000144       -30.24
   29      1  29000144       -30.60
   28      1  28000144       -30.93
   27      1  27000144       -31.16
   26      1  26000144       -31.31
   25      1  25000144       -31.38
   24      1  24000144       -31.36
   23      1  23000143       -31.26
   22      1  22000199       -58.21
   21      1  21000145       -39.75
   20      1  20000182       -60.71
   19      1  19000148       -30.30
   18      1  18000148       -29.97
   17      1  17000148       -29.60
   16      1  16000148       -29.15
   15      1  15000148       -28.64
   14      1  14000148       -28.06
   13      1  13000148       -27.42
   12      1  12000149       -26.72
   11      1  11000187       -50.87
   10      1  10000181       -55.68
    9      1   9000181       -54.76
    8      1   8000181       -53.98
    7      1   7000188       -54.07
    6      1   6000181       -57.62
    5      1   5000181       -49.57
    4      1   4000183       -45.97
    3      1   3000186       -20.04
    2      1   2000206       -27.99
    1      1   1000136       -11.98

  === 工况1 === 竖向活载作用下的楼层最大位移

  Floor  Tower    Jmax       Max-(Z)

   46      1  46000106       -91.67
   45      1  45000010       -33.34
   44      1  44000186       -49.22
   43      1  43000165       -34.27
   42      1  42000165       -34.18
   41      1  41000165       -33.81
   40      1  40000165       -33.44
   39      1  39000165       -33.03
   38      1  38000165       -32.57
   37      1  37000165       -32.05
   36      1  36000165       -31.51
   35      1  35000165       -30.88
   34      1  34000165       -29.42
   33      1  33000178       -51.88
   32      1  32000164       -27.37
   31      1  31000181       -38.99
   30      1  30000163       -27.25
   29      1  29000163       -26.69
   28      1  28000163       -26.11
   27      1  27000163       -25.50
   26      1  26000163       -24.86
   25      1  25000163       -24.19
   24      1  24000163       -23.48
   23      1  23000162       -21.80
   22      1  22000199       -54.51
   21      1  21000164       -19.47
   20      1  20000184       -34.76
   19      1  19000168       -19.20
   18      1  18000148       -18.60
   17      1  17000148       -18.18
   16      1  16000148       -17.75
   15      1  15000148       -17.31
   14      1  14000148       -16.86
   13      1  13000148       -16.39
   12      1  12000149       -15.80
   11      1  11000187       -44.46
   10      1  10000181       -29.98
    9      1   9000181       -29.64
    8      1   8000181       -29.10
    7      1   7000188       -28.93
    6      1   6000181       -16.26
    5      1   5000183       -34.15
    4      1   4000146       -19.89
    3      1   3000378        -5.51
    2      1   2000188        -6.28
    1      1   1000137        -2.18

  === 工况15 === 自定义工况11下的楼层最大位移

  Floor  Tower    Jmax       Max-(Z)

   46      1  46000008        -0.02
   45      1  45000008        -0.02
   44      1  44000055        -0.02
   43      1  43000008        -0.02
   42      1  42000008        -0.02
   41      1  41000008        -0.02
   40      1  40000008        -0.02
   39      1  39000008        -0.02
   38      1  38000008        -0.02
   37      1  37000008        -0.02
   36      1  36000055        -0.02
   35      1  35000008        -0.02
   34      1  34000055        -0.02
   33      1  33000054        -0.02
   32      1  32000055        -0.02
   31      1  31000008        -0.02
   30      1  30000008        -0.02
   29      1  29000008        -0.02
   28      1  28000055        -0.02
   27      1  27000055        -0.02
   26      1  26000055        -0.02
   25      1  25000055        -0.02
   24      1  24000056        -0.02
   23      1  23000056        -0.02
   22      1  22000059        -0.02
   21      1  21000059        -0.02
   20      1  20000059        -0.02
   19      1  19000059        -0.02
   18      1  18000059        -0.02
   17      1  17000059        -0.02
   16      1  16000059        -0.02
   15      1  15000006        -0.02
   14      1  14000006        -0.02
   13      1  13000006        -0.02
   12      1  12000059        -0.02
   11      1  11000006        -0.02
   10      1  10000006        -0.02
    9      1   9000006        -0.03
    8      1   8000006        -0.03
    7      1   7000006        -0.03
    6      1   6000006        -0.03
    5      1   5000006        -0.03
    4      1   4000115        -0.05
    3      1   3000354        -5.32
    2      1   2000009        -0.67
    1      1   1000008        -0.32

  === 工况16 === X 方向规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)    Ratio-(X)       h
                  JmaxD    Max-Dx    Ave-Dx     Ratio-Dx         

   46     1    46000012    248.74   243.69        1.02         3700
               46000012      3.66     3.56        1.03
   45     1    45000006    245.09   240.13        1.02         4550
               45000012      4.80     4.74        1.01
   44     1    44000012    240.29   235.40        1.02         4200
               44000012      4.61     4.57        1.01
   43     1    43000006    235.68   230.82        1.02         4200
               43000012      4.80     4.77        1.01
   42     1    42000012    230.87   226.06        1.02         4200
               42000012      4.98     4.94        1.01
   41     1    41000006    225.90   221.11        1.02         4200
               41000006      5.15     5.11        1.01
   40     1    40000006    220.75   216.00        1.02         4200
               40000012      5.31     5.27        1.01
   39     1    39000012    215.44   210.73        1.02         4200
               39000006      5.45     5.42        1.01
   38     1    38000006    209.99   205.32        1.02         4200
               38000012      5.56     5.53        1.01
   37     1    37000006    204.43   199.79        1.02         4200
               37000012      5.58     5.57        1.00
   36     1    36000006    198.85   194.22        1.02         4200
               36000006      5.69     5.68        1.00
   35     1    35000006    193.16   188.54        1.02         4200
               35000006      5.80     5.78        1.00
   34     1    34000006    187.36   182.76        1.03         6000
               34000012      8.57     8.56        1.00
   33     1    33000006    178.79   174.20        1.03         8400
               33000006     12.20    12.17        1.00
   32     1    32000006    166.59   162.03        1.03         4200
               32000006      6.00     5.98        1.00
   31     1    31000006    160.59   156.06        1.03         4200
               31000012      6.01     5.99        1.00
   30     1    30000006    154.57   150.06        1.03         4200
               30000006      6.01     6.00        1.00
   29     1    29000012    148.56   144.07        1.03         4200
               29000006      6.02     6.01        1.00
   28     1    28000006    142.54   138.06        1.03         4200
               28000012      6.03     6.02        1.00
   27     1    27000012    136.51   132.04        1.03         4200
               27000006      6.02     6.02        1.00
   26     1    26000006    130.48   126.02        1.04         4200
               26000005      6.02     6.02        1.00
   25     1    25000012    124.47   120.01        1.04         4200
               25000005      6.01     6.00        1.00
   24     1    24000006    118.48   114.01        1.04         4200
               24000005      5.99     5.96        1.01
   23     1    23000012    112.56   108.05        1.04         6000
               23000011      8.60     8.51        1.01
   22     1    22000006    104.15    99.54        1.05         8400
               22000005     11.88    11.75        1.01
   21     1    21000012     92.54    87.80        1.05         4200
               21000011      5.67     5.64        1.00
   20     1    20000012     86.92    82.15        1.06         4200
               20000006      5.57     5.56        1.00
   19     1    19000006     81.35    76.59        1.06         4200
               19000006      5.50     5.47        1.01
   18     1    18000006     75.85    71.12        1.07         4200
               18000012      5.43     5.38        1.01
   17     1    17000012     70.42    65.74        1.07         4200
               17000012      5.35     5.29        1.01
   16     1    16000006     65.07    60.46        1.08         4200
               16000012      5.27     5.18        1.02
   15     1    15000012     59.80    55.28        1.08         4200
               15000006      5.19     5.06        1.02
   14     1    14000012     54.61    50.21        1.09         4200
               14000012      5.08     4.93        1.03
   13     1    13000012     49.53    45.29        1.09         4200
               13000012      4.94     4.75        1.04
   12     1    12000006     44.58    40.54        1.10         6000
               12000006      6.87     6.50        1.06
   11     1    11000012     37.71    34.03        1.11         4500
               11000006      4.89     4.49        1.09
   10     1    10000006     32.82    29.54        1.11         4500
               10000006      4.70     4.27        1.10
    9     1     9000006     28.12    25.27        1.11         4500
                9000012      4.51     4.06        1.11
    8     1     8000012     23.61    21.21        1.11         4500
                8000012      4.30     3.85        1.12
    7     1     7000012     19.31    17.36        1.11         9000
                7000006      7.90     7.04        1.12
    6     1     6000012     11.41    10.32        1.11         4500
                6000006      3.33     2.96        1.12
    5     1     5000012      8.09     7.36        1.10         4500
                5000006      2.83     2.53        1.12
    4     1     4000006      5.25     4.82        1.09        12500
                4000006      5.25     4.82        1.09
    3     1     3000369      0.00     0.00        1.00         6700
                3000369      0.00     0.00        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000148      0.00     0.00        1.00
    1     1     1000143      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.11  (8层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.12  (6层1塔)

  === 工况17 === X+ 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)    Ratio-(X)       h
                  JmaxD    Max-Dx    Ave-Dx     Ratio-Dx         

   46     1    46000006    266.96   244.13        1.09         3700
               46000012      3.79     3.57        1.06
   45     1    45000006    263.17   240.56        1.09         4550
               45000012      5.01     4.75        1.06
   44     1    44000012    258.15   235.81        1.09         4200
               44000006      4.83     4.58        1.05
   43     1    43000006    253.32   231.23        1.10         4200
               43000006      5.04     4.77        1.06
   42     1    42000012    248.28   226.47        1.10         4200
               42000006      5.24     4.94        1.06
   41     1    41000012    243.04   221.52        1.10         4200
               41000006      5.42     5.11        1.06
   40     1    40000012    237.62   216.41        1.10         4200
               40000006      5.60     5.27        1.06
   39     1    39000006    232.02   211.14        1.10         4200
               39000006      5.76     5.41        1.06
   38     1    38000006    226.26   205.73        1.10         4200
               38000006      5.88     5.52        1.06
   37     1    37000012    220.38   200.20        1.10         4200
               37000006      5.91     5.57        1.06
   36     1    36000012    214.47   194.64        1.10         4200
               36000012      6.03     5.67        1.06
   35     1    35000012    208.44   188.96        1.10         4200
               35000006      6.15     5.78        1.06
   34     1    34000012    202.29   183.18        1.10         6000
               34000006      9.11     8.55        1.07
   33     1    33000010    193.18   174.64        1.11         8400
               33000010     12.99    12.15        1.07
   32     1    32000006    180.19   162.49        1.11         4200
               32000006      6.38     5.97        1.07
   31     1    31000012    173.81   156.51        1.11         4200
               31000006      6.39     5.99        1.07
   30     1    30000012    167.42   150.53        1.11         4200
               30000006      6.40     5.99        1.07
   29     1    29000006    161.02   144.54        1.11         4200
               29000012      6.41     6.00        1.07
   28     1    28000012    154.60   138.54        1.12         4200
               28000012      6.42     6.01        1.07
   27     1    27000006    148.18   132.53        1.12         4200
               27000006      6.43     6.01        1.07
   26     1    26000012    141.75   126.51        1.12         4200
               26000006      6.42     6.01        1.07
   25     1    25000006    135.33   120.50        1.12         4200
               25000012      6.41     5.99        1.07
   24     1    24000012    128.92   114.51        1.13         4200
               24000012      6.34     5.95        1.07
   23     1    23000012    122.58   108.56        1.13         6000
               23000012      9.05     8.49        1.07
   22     1    22000012    113.53   100.06        1.13         8400
               22000006     12.52    11.73        1.07
   21     1    21000012    101.01    88.33        1.14         4200
               21000012      6.04     5.64        1.07
   20     1    20000006     94.97    82.70        1.15         4200
               20000012      5.99     5.56        1.08
   19     1    19000006     88.98    77.14        1.15         4200
               19000006      5.92     5.47        1.08
   18     1    18000006     83.06    71.67        1.16         4200
               18000006      5.85     5.38        1.09
   17     1    17000006     77.20    66.29        1.16         4200
               17000006      5.78     5.29        1.09
   16     1    16000006     71.42    61.00        1.17         4200
               16000012      5.70     5.19        1.10
   15     1    15000012     65.72    55.81        1.18         4200
               15000006      5.62     5.07        1.11
   14     1    14000012     60.11    50.74        1.18         4200
               14000006      5.52     4.94        1.12
   13     1    13000006     54.59    45.79        1.19         4200
               13000012      5.37     4.77        1.13
   12     1    12000012     49.22    41.02        1.20         6000
               12000006      7.50     6.55        1.14
   11     1    11000006     41.72    34.47        1.21         4500
               11000012      5.36     4.54        1.18
   10     1    10000006     36.36    29.93        1.21         4500
               10000006      5.16     4.32        1.20
    9     1     9000006     31.20    25.62        1.22         4500
                9000006      4.96     4.11        1.21
    8     1     8000012     26.24    21.50        1.22         4500
                8000006      4.74     3.90        1.22
    7     1     7000012     21.50    17.60        1.22         9000
                7000006      8.77     7.14        1.23
    6     1     6000006     12.73    10.47        1.22         4500
                6000012      3.69     3.01        1.23
    5     1     5000012      9.04     7.46        1.21         4500
                5000012      3.15     2.57        1.22
    4     1     4000012      5.89     4.89        1.20        12500
                4000012      5.89     4.89        1.20
    3     1     3000369      0.01     0.00        1.00         6700
                3000369      0.01     0.00        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000148      0.00     0.00        1.00
    1     1     1000143      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.22  (7层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.23  (6层1塔)

  === 工况18 === X- 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)    Ratio-(X)       h
                  JmaxD    Max-Dx    Ave-Dx     Ratio-Dx         

   46     1    46000011    255.98   243.26        1.05         3700
               46000005      3.58     3.55        1.01
   45     1    45000005    252.41   239.71        1.05         4550
               45000005      4.87     4.73        1.03
   44     1    44000011    247.54   234.98        1.05         4200
               44000011      4.75     4.57        1.04
   43     1    43000011    242.79   230.41        1.05         4200
               43000011      4.96     4.76        1.04
   42     1    42000011    237.83   225.65        1.05         4200
               42000005      5.16     4.94        1.04
   41     1    41000005    232.66   220.71        1.05         4200
               41000011      5.35     5.11        1.05
   40     1    40000005    227.31   215.59        1.05         4200
               40000011      5.53     5.27        1.05
   39     1    39000011    221.78   210.32        1.05         4200
               39000011      5.69     5.42        1.05
   38     1    38000005    216.09   204.90        1.05         4200
               38000011      5.82     5.53        1.05
   37     1    37000011    210.27   199.37        1.05         4200
               37000011      5.89     5.58        1.06
   36     1    36000011    204.37   193.80        1.05         4200
               36000011      6.01     5.68        1.06
   35     1    35000011    198.36   188.12        1.05         4200
               35000005      6.12     5.79        1.06
   34     1    34000005    192.23   182.33        1.05         6000
               34000005      9.11     8.57        1.06
   33     1    33000005    183.12   173.76        1.05         8400
               33000005     12.95    12.18        1.06
   32     1    32000005    170.18   161.58        1.05         4200
               32000011      6.34     5.99        1.06
   31     1    31000005    163.84   155.60        1.05         4200
               31000011      6.37     6.00        1.06
   30     1    30000011    157.47   149.60        1.05         4200
               30000011      6.38     6.00        1.06
   29     1    29000011    151.09   143.60        1.05         4200
               29000005      6.40     6.01        1.06
   28     1    28000011    144.70   137.58        1.05         4200
               28000011      6.42     6.02        1.07
   27     1    27000005    138.28   131.56        1.05         4200
               27000005      6.43     6.03        1.07
   26     1    26000005    131.85   125.53        1.05         4200
               26000005      6.44     6.02        1.07
   25     1    25000005    125.40   119.51        1.05         4200
               25000011      6.44     6.01        1.07
   24     1    24000011    118.96   113.50        1.05         4200
               24000011      6.43     5.96        1.08
   23     1    23000011    112.53   107.54        1.05         6000
               23000011      9.26     8.52        1.09
   22     1    22000011    103.27    99.02        1.04         8400
               22000005     12.82    11.76        1.09
   21     1    21000005     90.46    87.26        1.04         4200
               21000005      6.10     5.65        1.08
   20     1    20000005     84.36    81.61        1.03         4200
               20000011      5.98     5.56        1.08
   19     1    19000005     78.38    76.05        1.03         4200
               19000011      5.87     5.47        1.07
   18     1    18000005     72.51    70.58        1.03         4200
               18000005      5.75     5.38        1.07
   17     1    17000011     66.75    65.20        1.02         4200
               17000011      5.64     5.28        1.07
   16     1    16000011     61.12    59.92        1.02         4200
               16000011      5.50     5.17        1.06
   15     1    15000011     55.61    54.74        1.02         4200
               15000011      5.35     5.05        1.06
   14     1    14000011     50.26    49.69        1.01         4200
               14000005      5.17     4.91        1.05
   13     1    13000005     45.10    44.78        1.01         4200
               13000005      4.93     4.72        1.04
   12     1    12000005     40.16    40.05        1.00         6000
               12000011      6.67     6.46        1.03
   11     1    11000012     33.70    33.60        1.00         4500
               11000011      4.46     4.44        1.00
   10     1    10000006     29.28    29.15        1.00         4500
               10000012      4.24     4.22        1.01
    9     1     9000012     25.04    24.93        1.00         4500
                9000006      4.05     4.01        1.01
    8     1     8000006     20.98    20.92        1.00         4500
                8000006      3.85     3.80        1.01
    7     1     7000006     17.13    17.12        1.00         9000
                7000012      7.04     6.94        1.01
    6     1     6000005     10.26    10.18        1.01         4500
                6000012      2.96     2.92        1.01
    5     1     5000005      7.38     7.26        1.02         4500
                5000006      2.52     2.50        1.01
    4     1     4000011      4.90     4.76        1.03        12500
                4000011      4.90     4.76        1.03
    3     1     3000209      0.01     0.00        1.00         6700
                3000209      0.01     0.00        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000148      0.00     0.00        1.00
    1     1     1000143      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.05  (37层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.09  (22层1塔)

  === 工况19 === Y 方向规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   46     1    46000003    235.13   234.96        1.00         3700
               46000003      4.91     4.88        1.01
   45     1    45000002    230.22   230.08        1.00         4550
               45000002      6.28     6.26        1.00
   44     1    44000003    223.94   223.81        1.00         4200
               44000002      5.83     5.83        1.00
   43     1    43000002    218.11   217.99        1.00         4200
               43000003      5.88     5.87        1.00
   42     1    42000003    212.22   212.11        1.00         4200
               42000003      5.92     5.91        1.00
   41     1    41000003    206.30   206.20        1.00         4200
               41000003      5.95     5.94        1.00
   40     1    40000002    200.35   200.26        1.00         4200
               40000002      5.97     5.96        1.00
   39     1    39000003    194.38   194.30        1.00         4200
               39000003      5.98     5.97        1.00
   38     1    38000003    188.40   188.33        1.00         4200
               38000003      5.99     5.97        1.00
   37     1    37000002    182.41   182.36        1.00         4200
               37000002      5.97     5.96        1.00
   36     1    36000002    176.45   176.40        1.00         4200
               36000002      5.97     5.96        1.00
   35     1    35000003    170.47   170.44        1.00         4200
               35000003      5.96     5.94        1.00
   34     1    34000002    164.51   164.50        1.00         6000
               34000002      8.61     8.54        1.01
   33     1    33000014    156.01   155.96        1.00         8400
               33000003     12.01    11.90        1.01
   32     1    32000015    144.22   144.05        1.00         4200
               32000002      5.89     5.85        1.01
   31     1    31000014    138.41   138.20        1.00         4200
               31000003      5.86     5.82        1.01
   30     1    30000015    132.62   132.38        1.00         4200
               30000002      5.82     5.78        1.01
   29     1    29000014    126.88   126.60        1.00         4200
               29000002      5.77     5.73        1.01
   28     1    28000015    121.18   120.87        1.00         4200
               28000003      5.73     5.69        1.01
   27     1    27000014    115.54   115.18        1.00         4200
               27000003      5.68     5.63        1.01
   26     1    26000014    109.95   109.55        1.00         4200
               26000002      5.62     5.58        1.01
   25     1    25000014    104.42   103.97        1.00         4200
               25000002      5.56     5.51        1.01
   24     1    24000015     98.96    98.46        1.01         4200
               24000003      5.49     5.43        1.01
   23     1    23000015     93.58    93.03        1.01         6000
               23000003      7.81     7.72        1.01
   22     1    22000014     85.96    85.31        1.01         8400
               22000003     10.70    10.57        1.01
   21     1    21000015     75.53    74.75        1.01         4200
               21000003      5.14     5.07        1.01
   20     1    20000014     70.53    69.68        1.01         4200
               20000002      5.03     4.96        1.01
   19     1    19000014     65.64    64.72        1.01         4200
               19000003      4.90     4.83        1.01
   18     1    18000014     60.87    59.89        1.02         4200
               18000003      4.76     4.71        1.01
   17     1    17000015     56.22    55.18        1.02         4200
               17000002      4.62     4.57        1.01
   16     1    16000015     51.69    50.61        1.02         4200
               16000002      4.47     4.44        1.01
   15     1    15000015     47.29    46.17        1.02         4200
               15000002      4.30     4.29        1.00
   14     1    14000014     43.01    41.89        1.03         4200
               14000015      4.15     4.13        1.00
   13     1    13000015     38.87    37.76        1.03         4200
               13000014      4.02     3.96        1.02
   12     1    12000015     34.84    33.80        1.03         6000
               12000015      5.59     5.40        1.03
   11     1    11000014     29.26    28.40        1.03         4500
               11000014      3.93     3.80        1.03
   10     1    10000014     25.33    24.60        1.03         4500
               10000015      3.70     3.59        1.03
    9     1     9000014     21.63    21.01        1.03         4500
                9000014      3.47     3.38        1.03
    8     1     8000014     18.15    17.63        1.03         4500
                8000014      3.23     3.14        1.03
    7     1     7000015     14.92    14.48        1.03         9000
                7000015      5.87     5.69        1.03
    6     1     6000015      9.05     8.80        1.03         4500
                6000015      2.52     2.45        1.03
    5     1     5000015      6.54     6.34        1.03         4500
                5000015      2.22     2.16        1.03
    4     1     4000014      4.32     4.19        1.03        12500
                4000142      4.32     4.19        1.03
    3     1     3000209      0.02     0.01        1.00         6700
                3000209      0.02     0.01        1.00
    2     1     2000022      0.00     0.00        1.00         3900
                2000150      0.00     0.00        1.00
    1     1     1000152      0.00     0.00        1.00         3900
                1000143      0.00     0.00        1.00

  Y方向最大位移与层平均位移的比值：  1.03  (4层1塔)
  Y方向最大层间位移与平均层间位移的比值：  1.03  (11层1塔)

  === 工况20 === Y+ 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   46     1    46000002    258.68   235.03        1.10         3700
               46000003      5.10     4.89        1.04
   45     1    45000003    253.58   230.15        1.10         4550
               45000003      6.57     6.27        1.05
   44     1    44000002    247.02   223.88        1.10         4200
               44000003      6.14     5.83        1.05
   43     1    43000002    240.88   218.05        1.10         4200
               43000002      6.22     5.88        1.06
   42     1    42000002    234.65   212.18        1.11         4200
               42000003      6.29     5.91        1.06
   41     1    41000003    228.36   206.27        1.11         4200
               41000002      6.34     5.94        1.07
   40     1    40000003    222.02   200.33        1.11         4200
               40000003      6.39     5.96        1.07
   39     1    39000003    215.64   194.36        1.11         4200
               39000003      6.42     5.97        1.07
   38     1    38000002    209.22   188.39        1.11         4200
               38000002      6.44     5.98        1.08
   37     1    37000003    202.78   182.41        1.11         4200
               37000003      6.42     5.96        1.08
   36     1    36000003    196.36   176.46        1.11         4200
               36000002      6.44     5.96        1.08
   35     1    35000002    189.92   170.49        1.11         4200
               35000002      6.44     5.95        1.08
   34     1    34000002    183.48   164.55        1.12         6000
               34000002      9.36     8.55        1.09
   33     1    33000002    174.12   156.00        1.12         8400
               33000003     13.09    11.91        1.10
   32     1    32000002    161.03   144.09        1.12         4200
               32000003      6.39     5.85        1.09
   31     1    31000003    154.63   138.23        1.12         4200
               31000002      6.38     5.83        1.09
   30     1    30000003    148.25   132.41        1.12         4200
               30000002      6.34     5.79        1.10
   29     1    29000003    141.92   126.62        1.12         4200
               29000003      6.30     5.74        1.10
   28     1    28000003    135.61   120.88        1.12         4200
               28000003      6.26     5.69        1.10
   27     1    27000002    129.35   115.19        1.12         4200
               27000002      6.22     5.64        1.10
   26     1    26000003    123.14   109.56        1.12         4200
               26000003      6.17     5.58        1.11
   25     1    25000002    116.97   103.98        1.12         4200
               25000002      6.12     5.51        1.11
   24     1    24000002    110.85    98.46        1.13         4200
               24000002      6.04     5.43        1.11
   23     1    23000002    104.81    93.03        1.13         6000
               23000002      8.65     7.72        1.12
   22     1    22000002     96.16    85.31        1.13         8400
               22000003     11.90    10.57        1.13
   21     1    21000002     84.26    74.74        1.13         4200
               21000003      5.70     5.07        1.12
   20     1    20000003     78.56    69.66        1.13         4200
               20000003      5.58     4.96        1.13
   19     1    19000003     72.98    64.70        1.13         4200
               19000003      5.45     4.84        1.13
   18     1    18000002     67.52    59.86        1.13         4200
               18000002      5.31     4.71        1.13
   17     1    17000002     62.21    55.15        1.13         4200
               17000003      5.17     4.58        1.13
   16     1    16000002     57.04    50.57        1.13         4200
               16000003      5.01     4.44        1.13
   15     1    15000003     52.03    46.13        1.13         4200
               15000003      4.84     4.29        1.13
   14     1    14000002     47.19    41.84        1.13         4200
               14000002      4.65     4.13        1.13
   13     1    13000003     42.54    37.71        1.13         4200
               13000003      4.41     3.96        1.12
   12     1    12000002     38.12    33.75        1.13         6000
               12000003      5.96     5.39        1.10
   11     1    11000003     32.16    28.35        1.13         4500
               11000003      4.21     3.79        1.11
   10     1    10000002     27.96    24.56        1.14         4500
               10000002      4.01     3.59        1.12
    9     1     9000002     23.94    20.97        1.14         4500
                9000003      3.80     3.37        1.13
    8     1     8000003     20.14    17.59        1.14         4500
                8000003      3.57     3.14        1.14
    7     1     7000003     16.57    14.46        1.15         9000
                7000002      6.50     5.68        1.15
    6     1     6000003     10.07     8.78        1.15         4500
                6000002      2.80     2.45        1.15
